user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
AG-439-B07	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002496905	GCA_002496905.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002496905	98.67	0.73	GCA_002496905.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002496905	98.67	0.73	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 92.04, 0.72; GCA_002685415.1, s__MGIIb-O1 sp002685415, 95.0, 86.66, 0.7; GCA_002497025.1, s__MGIIb-O1 sp002497025, 95.0, 85.92, 0.75; GCA_002457555.1, s__MGIIb-O1 sp002457555, 95.0, 85.06, 0.74; GCA_002708385.1, s__MGIIb-O1 sp002708385, 95.0, 82.81, 0.4; GCA_002502365.1, s__MGIIb-O1 sp002502365, 95.0, 82.19, 0.41; GCA_002498725.1, s__MGIIb-O1 sp002498725, 95.0, 77.92, 0.17; GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 77.25, 0.24; GCA_002497895.1, s__MGIIb-O1 sp002497895, 95.0, 76.99, 0.19	49.63	11	N/A	N/A
AG-439-M19	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025	GCA_002497025.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025	96.37	0.86	GCA_002497025.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025	96.37	0.86	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002457555.1, s__MGIIb-O1 sp002457555, 95.0, 91.29, 0.77; GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 85.6, 0.75; GCA_002496905.1, s__MGIIb-O1 sp002496905, 95.0, 84.92, 0.71; GCA_002685415.1, s__MGIIb-O1 sp002685415, 95.0, 82.57, 0.65	25.18	11	N/A	N/A
AG-404-N20	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025	GCA_002497025.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025	95.19	0.8	GCA_002497025.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025	95.19	0.8	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002457555.1, s__MGIIb-O1 sp002457555, 95.0, 90.38, 0.81; GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 85.61, 0.77; GCA_002496905.1, s__MGIIb-O1 sp002496905, 95.0, 85.22, 0.73; GCA_002685415.1, s__MGIIb-O1 sp002685415, 95.0, 82.97, 0.65; GCA_002708385.1, s__MGIIb-O1 sp002708385, 95.0, 81.4, 0.46; GCA_002502365.1, s__MGIIb-O1 sp002502365, 95.0, 80.72, 0.53; GCA_002498725.1, s__MGIIb-O1 sp002498725, 95.0, 78.24, 0.19; GCA_002497895.1, s__MGIIb-O1 sp002497895, 95.0, 77.27, 0.18; GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 77.19, 0.22; GCA_002457595.1, s__MGIIb-O1 sp002457595, 95.0, 76.67, 0.21	73.11	11	N/A	N/A
AG-365-O07	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025	GCA_002497025.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025	96.2	0.82	GCA_002497025.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025	96.2	0.82	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002457555.1, s__MGIIb-O1 sp002457555, 95.0, 90.97, 0.76; GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 85.94, 0.73; GCA_002496905.1, s__MGIIb-O1 sp002496905, 95.0, 85.5, 0.7; GCA_002685415.1, s__MGIIb-O1 sp002685415, 95.0, 83.39, 0.65; GCA_002708385.1, s__MGIIb-O1 sp002708385, 95.0, 81.3, 0.44; GCA_002502365.1, s__MGIIb-O1 sp002502365, 95.0, 80.44, 0.53; GCA_002498725.1, s__MGIIb-O1 sp002498725, 95.0, 78.85, 0.18; GCA_002497895.1, s__MGIIb-O1 sp002497895, 95.0, 77.67, 0.16; GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 77.31, 0.19	69.44	11	N/A	N/A
AG-464-C19	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497895	GCA_002497895.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497895	98.8	0.66	GCA_002497895.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497895	98.8	0.66	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 92.52, 0.83; GCA_002498525.1, s__MGIIb-O1 sp002498525, 95.0, 77.84, 0.31	31.19	11	N/A	N/A
AG-319-E18	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002457595	GCA_002457595.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002457595	96.31	0.65	GCA_002457595.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002457595	96.31	0.65	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013330385.1, s__MGIIb-O1 sp12570u, 95.0, 88.07, 0.52; GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 78.56, 0.17; GCA_002498725.1, s__MGIIb-O1 sp002498725, 95.0, 77.63, 0.16; GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 77.11, 0.17; GCA_002497025.1, s__MGIIb-O1 sp002497025, 95.0, 76.66, 0.16	49.67	11	N/A	N/A
AH-326-E06	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp002499585	GCA_002499585.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp002499585	99.43	0.84	GCA_002499585.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp002499585	99.43	0.84	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	42.7	11	N/A	N/A
AH-326-C17	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002498455	GCA_002498455.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002498455	96.77	0.7	GCA_002498455.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002498455	96.77	0.7	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002724815.1, s__MGIIb-P sp002724815, 95.0, 89.72, 0.64; GCA_002701965.1, s__MGIIb-P sp002701965, 95.0, 81.26, 0.34; GCA_002505685.1, s__MGIIb-P sp002505685, 95.0, 78.81, 0.34	20.37	11	N/A	N/A
AG-390-P01	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002704515	GCA_002704515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002704515	98.17	0.73	GCA_002704515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002704515	98.17	0.73	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013330155.1, s__Poseidonia sp8339u, 95.0, 89.71, 0.54; GCA_002714305.1, s__Poseidonia sp002714305, 95.0, 87.04, 0.7; GCA_002502295.1, s__Poseidonia sp002502295, 95.0, 81.16, 0.63; GCA_002725275.1, s__Poseidonia sp002725275, 95.0, 78.94, 0.36; GCA_002497765.1, s__Poseidonia sp002497765, 95.0, 78.88, 0.43; GCA_002495645.1, s__Poseidonia sp002495645, 95.0, 78.49, 0.38; GCA_002689105.1, s__Poseidonia sp002689105, 95.0, 78.43, 0.4; GCA_002722695.1, s__Poseidonia sp002722695, 95.0, 78.35, 0.3; GCA_002728035.1, s__Poseidonia sp002728035, 95.0, 78.21, 0.25; GCA_002694525.1, s__Poseidonia sp002694525, 95.0, 78.12, 0.28; GCA_002494645.1, s__Poseidonia sp002494645, 95.0, 77.96, 0.17; GCA_002505405.1, s__Poseidonia alphae, 95.0, 77.42, 0.17; GCA_003602475.1, s__Poseidonia sp003602475, 95.0, 77.07, 0.17	29.82	11	N/A	N/A
AG-447-N06	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002689105	GCA_002689105.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002689105	96.71	0.69	GCA_002689105.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002689105	96.71	0.69	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002495645.1, s__Poseidonia sp002495645, 95.0, 81.79, 0.62; GCA_002497765.1, s__Poseidonia sp002497765, 95.0, 79.68, 0.48; GCA_002714305.1, s__Poseidonia sp002714305, 95.0, 79.47, 0.41; GCA_002725275.1, s__Poseidonia sp002725275, 95.0, 79.45, 0.35; GCA_002728035.1, s__Poseidonia sp002728035, 95.0, 79.39, 0.38; GCA_002694525.1, s__Poseidonia sp002694525, 95.0, 79.27, 0.3; GCA_002704515.1, s__Poseidonia sp002704515, 95.0, 79.18, 0.42; GCA_013330155.1, s__Poseidonia sp8339u, 95.0, 79.15, 0.29; GCA_002502295.1, s__Poseidonia sp002502295, 95.0, 79.12, 0.37; GCA_002722695.1, s__Poseidonia sp002722695, 95.0, 78.43, 0.3; GCA_002505405.1, s__Poseidonia alphae, 95.0, 78.12, 0.2; GCA_002494645.1, s__Poseidonia sp002494645, 95.0, 77.94, 0.25; GCA_003602485.1, s__Poseidonia sp003602485, 95.0, 77.37, 0.23; GCA_003602475.1, s__Poseidonia sp003602475, 95.0, 77.18, 0.26	32.2	11	N/A	N/A
AG-461-M09	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002502215	GCA_002502215.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002502215	96.25	0.76	GCA_002502215.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002502215	96.25	0.76	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002698145.1, s__MGIIa-L2 sp002698145, 95.0, 92.0, 0.88; GCA_002722615.1, s__MGIIa-L2 sp002722615, 95.0, 78.54, 0.39; GCA_002706065.1, s__MGIIa-L2 sp002706065, 95.0, 78.54, 0.5; GCA_002719815.1, s__MGIIa-L2 sp002719815, 95.0, 78.48, 0.38; GCA_002499195.1, s__MGIIa-L2 sp002499195, 95.0, 78.47, 0.54	17.29	11	N/A	N/A
AH-287-J22	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002726845	GCA_002726845.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002726845	97.43	0.74	GCA_002726845.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002726845	97.43	0.74	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002706065.1, s__MGIIa-L2 sp002706065, 95.0, 79.24, 0.34; GCA_002698145.1, s__MGIIa-L2 sp002698145, 95.0, 78.39, 0.31; GCA_013330015.1, s__MGIIa-L2 sp8574u, 95.0, 78.36, 0.3; GCA_002719815.1, s__MGIIa-L2 sp002719815, 95.0, 78.35, 0.35; GCA_002499195.1, s__MGIIa-L2 sp002499195, 95.0, 78.26, 0.35; GCA_002502215.1, s__MGIIa-L2 sp002502215, 95.0, 78.14, 0.31; GCA_002722615.1, s__MGIIa-L2 sp002722615, 95.0, 77.94, 0.31; GCA_002692685.1, s__MGIIa-L2 sp002692685, 95.0, 77.7, 0.31; GCA_003602665.1, s__MGIIa-L2 sp003602665, 95.0, 77.27, 0.15; GCA_002171315.2, s__MGIIa-L2 sp002171315, 95.0, 77.07, 0.15; GCA_002496635.1, s__MGIIa-L2 sp002496635, 95.0, 76.93, 0.17	59.31	11	N/A	N/A
AG-447-E06	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp001875345	GCA_001875345.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp001875345	98.04	0.8	GCA_001875345.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__CG-Epi1 sp001875345	98.04	0.8	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001875365.1, s__CG-Epi1 sp001875365, 95.0, 86.29, 0.44; GCA_002497685.1, s__CG-Epi1 sp002497685, 95.0, 81.54, 0.45; GCA_002724775.1, s__CG-Epi1 sp002724775, 95.0, 81.32, 0.58; GCA_002718915.1, s__CG-Epi1 sp002718915, 95.0, 81.1, 0.41	54.9	11	N/A	N/A
AG-319-N17	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002730325	GCA_002730325.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002730325	98.16	0.91	GCA_002730325.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002730325	98.16	0.91	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001543015.1, s__Nitrosopumilus sp001543015, 95.0, 83.49, 0.83; GCA_002317795.1, s__Nitrosopumilus sp002317795, 95.0, 83.24, 0.8; GCA_001510275.1, s__Nitrosopumilus sp001510275, 95.0, 82.77, 0.76; GCF_006740685.1, s__Nitrosopumilus sp006740685, 95.0, 81.78, 0.74; GCF_000299395.1, s__Nitrosopumilus sediminis, 95.0, 81.52, 0.81; GCA_000484975.1, s__Nitrosopumilus sp000484975, 95.0, 81.44, 0.65; GCA_000299365.1, s__Nitrosopumilus koreensis, 95.0, 81.4, 0.81; GCA_000746765.1, s__Nitrosopumilus sp000746765, 95.0, 81.31, 0.76; GCA_000875775.1, s__Nitrosopumilus piranensis, 95.0, 81.25, 0.78; GCF_000956175.1, s__Nitrosopumilus adriaticus, 95.0, 81.12, 0.81; GCA_000018465.1, s__Nitrosopumilus maritimus, 95.0, 81.07, 0.79; GCF_000242875.2, s__Nitrosopumilus salaria, 95.0, 81.05, 0.68; GCA_003702495.1, s__Nitrosopumilus sp003702495, 95.0, 81.04, 0.59; GCA_003702525.1, s__Nitrosopumilus sp003702525, 95.0, 80.99, 0.66; GCF_003175215.1, s__Nitrosopumilus sp003175215, 95.0, 80.98, 0.79; GCF_002156965.1, s__Nitrosopumilus catalinensis, 95.0, 80.97, 0.77; GCA_003331425.1, s__Nitrosopumilus sp002690535, 95.0, 80.93, 0.8; GCA_003702545.1, s__Nitrosopumilus sp003702545, 95.0, 80.91, 0.67; GCA_007036605.1, s__Nitrosopumilus sp007036605, 95.0, 80.8, 0.56; GCA_003702465.1, s__Nitrosopumilus sp003702465, 95.0, 80.74, 0.59; GCF_001541925.1, s__Nitrosopumilus sp001541925, 95.0, 80.71, 0.76; GCA_002737455.1, s__Nitrosopumilus sp002737455, 95.0, 80.71, 0.71; GCA_002788515.1, s__Nitrosopumilus sp002788515, 95.0, 80.66, 0.57; GCA_001437625.1, s__Nitrosopumilus sp001437625, 95.0, 80.64, 0.67	21.58	11	N/A	N/A
AG-319-F09	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002690535	GCA_003331425.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002690535	95.93	0.9	GCA_003331425.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002690535	95.93	0.9	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002156965.1, s__Nitrosopumilus catalinensis, 95.0, 93.25, 0.94; GCF_001541925.1, s__Nitrosopumilus sp001541925, 95.0, 90.44, 0.9; GCA_003702465.1, s__Nitrosopumilus sp003702465, 95.0, 89.04, 0.72; GCA_002737455.1, s__Nitrosopumilus sp002737455, 95.0, 85.43, 0.78; GCA_001437625.1, s__Nitrosopumilus sp001437625, 95.0, 84.74, 0.7; GCA_001543015.1, s__Nitrosopumilus sp001543015, 95.0, 81.07, 0.72; GCA_002730325.1, s__Nitrosopumilus sp002730325, 95.0, 80.93, 0.63; GCF_000299395.1, s__Nitrosopumilus sediminis, 95.0, 80.87, 0.73; GCA_000746765.1, s__Nitrosopumilus sp000746765, 95.0, 80.83, 0.6; GCA_002317795.1, s__Nitrosopumilus sp002317795, 95.0, 80.69, 0.73; GCA_001510275.1, s__Nitrosopumilus sp001510275, 95.0, 80.67, 0.66; GCA_000299365.1, s__Nitrosopumilus koreensis, 95.0, 80.58, 0.63; GCA_000746785.1, s__Nitrosopumilus sp000746785, 95.0, 80.57, 0.33; GCA_000018465.1, s__Nitrosopumilus maritimus, 95.0, 80.53, 0.68; GCF_000956175.1, s__Nitrosopumilus adriaticus, 95.0, 80.45, 0.69; GCF_006740685.1, s__Nitrosopumilus sp006740685, 95.0, 80.42, 0.71; GCA_000875775.1, s__Nitrosopumilus piranensis, 95.0, 80.4, 0.68; GCF_000242875.2, s__Nitrosopumilus salaria, 95.0, 80.35, 0.56; GCA_003702525.1, s__Nitrosopumilus sp003702525, 95.0, 80.26, 0.58; GCA_002788515.1, s__Nitrosopumilus sp002788515, 95.0, 80.26, 0.51; GCA_003702495.1, s__Nitrosopumilus sp003702495, 95.0, 80.25, 0.58; GCA_003702545.1, s__Nitrosopumilus sp003702545, 95.0, 80.23, 0.57; GCA_000746685.1, s__Nitrosopumilus sp000746685, 95.0, 80.22, 0.39; GCF_003175215.1, s__Nitrosopumilus sp003175215, 95.0, 80.21, 0.66; GCA_000484975.1, s__Nitrosopumilus sp000484975, 95.0, 79.55, 0.51; GCA_007036605.1, s__Nitrosopumilus sp007036605, 95.0, 79.34, 0.46; GCA_007037025.1, s__Nitrosopumilus sp007037025, 95.0, 79.19, 0.4; GCA_002506665.1, s__Nitrosopumilus sp002506665, 95.0, 77.05, 0.25	58.49	11	N/A	N/A
AG-464-A01	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp007036525	GCA_007036525.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp007036525	97.74	0.84	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_007036525.1, s__Nitrosopelagicus sp007036525, 95.0, 97.74, 0.84; GCA_000402075.1, s__Nitrosopelagicus sp000402075, 95.0, 88.7, 0.8; GCA_007037745.1, s__Nitrosopelagicus sp007037745, 95.0, 88.3, 0.86; GCA_007037205.1, s__Nitrosopelagicus sp007037205, 95.0, 86.67, 0.5; GCA_000484935.1, s__Nitrosopelagicus sp000484935, 95.0, 86.58, 0.77; GCA_002709285.1, s__Nitrosopelagicus sp002709285, 95.0, 83.55, 0.26	28.79	11	N/A	N/A
AG-439-O22	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	95.2	0.95	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	95.2	0.95	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	15.14	11	N/A	N/A
AG-447-C19	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	96.34	0.9	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	96.34	0.9	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001510295.1, s__Nitrosopelagicus sp001510295, 95.0, 86.24, 0.81; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 85.01, 0.78; GCA_002698885.1, s__Nitrosopelagicus sp002698885, 95.0, 77.9, 0.37; GCA_007036525.1, s__Nitrosopelagicus sp007036525, 95.0, 77.37, 0.18; GCA_000402075.1, s__Nitrosopelagicus sp000402075, 95.0, 76.82, 0.15	69.81	11	N/A	N/A
